0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
3.0,6.0,8.0,9.0,5.0,4.0,3.0,-2.0,-1.0,7.0,8.0,7.0,6.0,6.377358490566038,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,10.0,8.0,5.0,6.0,0.0,0.0
3.0,6.0,8.5,9.0,5.0,4.0,3.0,-1.0,0.0,7.0,8.0,7.0,6.5,6.320754716981132,3.9761904761904763,3.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,11.0,7.0,5.0,6.0,0.0,0.0
4.0,6.0,9.0,9.5,6.0,4.0,3.0,0.0,0.5,7.0,8.0,7.0,7.0,6.264150943396226,3.9523809523809526,3.0,4.0,4.0,4.0,3.0,1.5,4.0,3.0,4.5,11.0,8.0,5.0,6.0,0.5,0.0
4.5,6.0,9.0,10.0,7.0,5.0,4.0,0.0,1.0,7.0,8.0,8.0,7.0,6.2075471698113205,3.9285714285714284,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,11.0,8.0,6.0,6.0,1.0,0.0
5.0,6.0,11.5,11.0,8.0,5.0,5.0,1.0,2.0,7.0,9.0,8.0,7.0,6.150943396226415,3.9047619047619047,3.0,4.0,4.0,4.0,3.0,2.0,4.5,4.5,5.5,11.5,8.0,6.0,6.0,1.0,0.5
6.0,7.0,14.0,12.0,9.0,5.0,5.0,2.0,3.0,8.0,9.0,8.0,7.0,6.09433962264151,3.880952380952381,3.0,4.0,4.0,4.0,3.0,2.0,5.0,6.0,6.0,12.0,8.0,6.0,6.0,1.0,1.0
7.0,8.0,15.0,13.0,9.5,6.0,5.5,3.0,4.0,8.0,9.0,8.0,7.0,6.037735849056604,3.857142857142857,3.0,4.0,4.0,4.0,3.5,2.5,5.5,6.5,7.0,12.5,8.0,6.0,6.0,1.0,1.0
8.0,9.0,15.0,14.0,10.0,6.0,6.0,4.0,5.0,8.0,9.0,8.0,7.0,5.981132075471698,3.8333333333333335,3.0,4.0,4.0,4.0,4.0,3.0,6.0,7.0,8.0,13.0,8.333333333333334,6.0,6.0,1.0,1.0
9.0,10.0,15.0,15.0,10.0,6.5,7.0,5.0,6.5,9.0,9.0,8.0,7.0,5.9245283018867925,3.8095238095238093,3.0,4.0,4.0,4.0,4.0,3.0,6.0,8.0,9.0,13.0,8.666666666666666,6.5,6.0,1.0,1.0
10.0,10.0,15.0,16.0,10.0,7.0,7.0,6.0,8.0,9.0,9.0,9.0,7.0,5.867924528301887,3.7857142857142856,3.0,4.0,4.0,4.0,4.0,3.0,7.0,9.0,11.0,13.5,9.0,7.0,6.0,1.0,2.0
10.0,10.75,16.0,16.0,10.0,7.0,7.0,7.0,10.0,9.0,9.0,8.0,7.0,5.811320754716981,3.761904761904762,3.0,4.0,4.0,4.0,4.0,3.0,7.0,9.0,11.0,14.0,9.0,6.666666666666667,5.5,1.0,2.0
11.0,11.5,16.0,16.5,10.0,7.0,7.0,8.0,10.0,10.0,10.0,8.0,7.0,5.754716981132075,3.738095238095238,3.0,4.0,4.0,4.0,4.0,3.0,7.0,10.0,10.0,13.0,9.0,6.333333333333333,5.0,1.0,2.0
11.0,12.25,17.0,17.0,10.0,8.0,7.0,9.0,11.0,10.0,10.0,9.0,7.0,5.69811320754717,3.7142857142857144,3.0,4.0,4.0,4.0,4.0,4.0,7.0,11.0,11.0,12.5,9.0,6.0,5.0,1.0,2.0
12.0,13.0,17.0,16.0,10.0,8.0,8.0,9.0,11.0,10.0,10.0,9.0,7.0,5.6415094339622645,3.6904761904761907,3.0,4.0,4.0,4.0,4.0,3.8333333333333335,8.0,10.0,11.0,12.0,9.0,6.0,5.0,1.0,2.0
12.0,13.0,16.0,16.0,9.0,7.0,8.0,9.0,12.0,11.0,10.0,9.0,7.0,5.584905660377358,3.6666666666666665,3.0,4.0,4.0,4.0,4.5,3.6666666666666665,8.0,10.0,11.0,11.0,9.0,6.0,5.0,2.0,2.0
12.0,12.0,16.0,16.0,9.0,7.0,8.0,9.0,12.0,11.0,10.0,8.0,7.0,5.528301886792453,3.642857142857143,3.0,4.0,4.0,4.0,5.0,3.5,8.0,10.0,11.0,11.0,9.0,6.0,5.0,1.5,2.0
12.0,11.333333333333334,16.0,16.0,8.0,6.0,8.0,9.0,12.0,11.0,10.0,8.0,7.0,5.471698113207547,3.619047619047619,3.0,4.0,4.0,4.0,5.0,3.3333333333333335,8.0,10.0,10.666666666666666,11.0,9.0,7.0,5.0,1.0,2.0
12.0,10.666666666666666,16.0,15.0,9.0,6.0,8.0,9.0,11.0,11.0,10.0,8.0,7.0,5.415094339622641,3.5952380952380953,3.0,4.0,4.0,4.0,5.0,3.166666666666667,8.0,9.5,10.333333333333334,11.0,9.0,6.0,5.0,1.5,2.0
11.5,10.0,16.0,15.0,8.0,6.0,8.0,8.0,10.0,10.5,10.0,8.0,7.0,5.3584905660377355,3.5714285714285716,3.0,4.0,4.0,4.0,5.0,3.0,8.0,9.0,10.0,11.0,9.0,6.0,5.0,2.0,2.0
11.0,10.0,15.0,13.0,8.0,6.0,7.0,8.0,9.0,10.0,9.0,8.0,7.0,5.30188679245283,3.5476190476190474,3.0,4.0,4.0,4.0,4.5,2.8333333333333335,8.0,8.5,9.0,10.0,8.5,5.875,4.5,2.0,1.5
10.0,10.0,15.0,10.0,7.0,4.0,6.0,7.5,8.0,9.0,9.0,8.0,7.0,5.245283018867925,3.5238095238095237,3.0,4.0,4.0,4.0,4.0,2.666666666666667,8.0,8.0,8.0,9.0,8.0,5.75,4.0,2.0,1.0
11.0,10.0,14.0,10.0,7.0,4.0,5.0,7.0,7.0,9.0,9.0,8.0,7.0,5.188679245283019,3.5,3.0,4.0,4.0,4.0,4.0,2.5,8.0,8.0,7.0,9.0,8.0,5.625,4.0,2.0,1.0
10.0,11.0,14.0,10.0,7.0,3.0,5.0,6.0,7.0,9.0,9.0,8.0,7.0,5.132075471698113,3.4761904761904763,3.0,4.0,4.0,4.0,4.0,2.3333333333333335,8.0,8.0,7.0,9.0,8.0,5.5,4.0,1.5,1.0
10.0,12.0,14.0,10.0,7.0,3.0,4.0,6.0,6.0,9.0,9.0,8.0,7.0,5.0754716981132075,3.4523809523809526,3.0,4.0,4.0,4.0,3.0,2.166666666666667,8.0,7.0,7.0,9.0,8.5,5.375,4.0,1.0,0.0
9.0,11.5,14.0,9.0,7.0,2.0,3.0,6.0,5.0,8.0,9.0,8.0,7.0,5.018867924528302,3.428571428571429,3.0,4.0,4.0,4.0,3.0,2.0,8.0,7.0,7.0,9.5,9.0,5.25,4.0,1.0,0.0
9.0,11.0,14.0,9.0,6.0,2.0,3.0,6.0,6.0,9.0,9.0,8.0,7.0,4.962264150943396,3.4047619047619047,3.0,4.0,4.0,4.0,3.0,2.0,8.0,7.0,7.0,10.0,9.0,5.125,4.0,1.0,0.0
9.0,10.5,14.0,9.0,7.0,2.0,2.0,7.0,6.0,9.0,8.0,8.0,7.0,4.90566037735849,3.380952380952381,3.0,4.0,4.0,4.0,3.0,2.0,8.0,7.0,7.0,9.0,8.0,5.0,4.0,0.0,0.0
9.5,10.0,14.0,9.0,7.0,1.0,2.0,6.0,6.0,9.0,9.0,8.0,7.0,4.849056603773585,3.357142857142857,3.0,4.0,4.0,4.0,2.0,2.0,7.0,7.0,6.0,9.0,8.0,5.0,3.0,0.0,0.0
10.0,11.0,11.0,9.0,7.0,2.0,2.0,5.0,7.0,9.0,9.0,8.0,7.0,4.7924528301886795,3.3333333333333335,3.0,4.0,4.0,4.0,2.0,2.0,8.0,6.5,6.0,10.0,8.0,5.0,3.0,0.0,-1.0
10.0,12.0,12.0,9.0,6.5,1.0,2.0,4.0,7.0,9.0,8.0,7.5,7.0,4.735849056603774,3.3095238095238093,3.0,4.0,4.0,4.0,2.0,2.0,8.0,6.0,7.0,9.0,8.0,5.5,3.0,0.0,-1.0
7.0,10.5,14.0,9.0,6.0,0.5,1.0,5.0,7.0,9.0,8.0,7.0,7.0,4.679245283018868,3.2857142857142856,3.0,4.0,4.0,4.0,2.0,3.0,7.0,6.0,6.0,8.0,8.0,6.0,3.0,0.0,-1.0
7.0,9.0,11.0,8.0,6.0,0.0,0.0,5.0,7.0,9.5,8.0,7.0,7.0,4.622641509433962,3.261904761904762,3.0,4.0,4.0,4.0,3.0,3.0,7.0,6.0,6.0,8.0,8.0,5.0,3.0,0.0,-1.0
7.0,9.0,10.0,8.0,7.0,-0.5,0.0,6.0,8.0,10.0,9.0,7.0,7.0,4.566037735849056,3.238095238095238,3.0,4.0,4.0,4.0,3.0,3.0,7.0,6.0,7.0,8.0,7.0,5.0,3.0,1.0,-1.0
6.0,9.0,10.0,7.0,6.0,-1.0,0.0,5.0,7.0,9.5,9.0,7.0,7.0,4.509433962264151,3.2142857142857144,3.0,4.0,4.0,4.0,3.0,3.0,7.0,5.0,7.0,8.0,7.0,5.0,3.0,1.0,-2.0
6.5,10.0,10.0,7.0,5.4,-1.0,0.0,5.0,7.0,9.0,9.0,7.0,7.0,4.452830188679245,3.1904761904761907,3.0,4.0,4.0,4.0,3.0,4.0,7.0,5.0,7.0,8.0,7.0,5.0,3.0,0.0,-2.0
7.0,11.0,10.0,7.0,4.8,0.0,0.0,3.333333333333333,8.0,9.0,9.0,7.0,7.0,4.39622641509434,3.166666666666667,2.0,4.0,4.0,4.0,3.0,4.0,7.0,4.0,7.0,8.0,7.0,5.0,3.0,0.0,-2.0
6.666666666666667,8.5,10.0,7.0,4.2,0.0,0.0,1.6666666666666665,7.666666666666667,8.0,9.0,7.0,7.0,4.339622641509434,3.142857142857143,2.111111111111111,4.0,4.0,3.8,2.6666666666666665,4.0,7.0,4.0,6.0,7.666666666666667,6.8,6.0,4.0,0.0,-1.0
6.333333333333333,6.0,10.0,7.0,3.6,0.0,0.0,0.0,7.333333333333333,7.0,9.0,7.0,7.0,4.283018867924528,3.119047619047619,2.2222222222222223,4.0,4.0,3.6,2.3333333333333335,4.0,7.0,4.0,5.0,7.333333333333333,6.6,7.0,5.0,0.0,0.0
