0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
16.0,18.0,17.0,12.0,10.0,14.0,18.0,17.0,15.0,12.0,14.0,12.0,13.0,13.0,18.0,22.0,18.0,21.0,21.0,20.0,17.0,15.0,18.0,18.0,17.0,17.0,20.0,22.0,23.0,24.0
16.0,19.0,17.0,13.0,10.5,14.0,19.0,16.0,15.0,12.0,15.0,12.0,14.0,14.0,19.0,23.0,19.0,21.0,22.0,20.0,17.0,16.0,19.0,19.0,17.0,17.0,21.0,22.0,24.0,24.0
17.0,19.5,18.0,13.0,11.0,14.5,19.0,16.0,15.0,13.0,14.0,12.0,14.0,14.0,19.0,24.0,20.0,22.0,22.0,21.0,18.0,16.0,19.0,20.0,16.5,18.0,22.0,24.0,26.0,25.0
17.0,20.0,18.0,13.0,11.0,15.0,19.0,17.0,15.0,13.0,16.0,12.0,15.0,15.0,21.0,25.0,20.0,23.0,23.0,21.5,19.0,17.0,20.0,20.0,16.0,19.0,23.0,24.0,26.0,26.0
17.0,21.0,18.0,14.0,11.0,16.0,19.0,17.0,16.0,13.5,16.0,12.0,15.0,16.0,21.5,25.0,21.0,24.0,24.0,22.0,20.0,18.0,21.0,21.0,16.0,19.0,22.0,26.0,27.0,28.0
18.0,21.0,19.0,15.0,12.0,17.0,19.0,17.0,16.0,14.0,17.0,12.0,13.0,16.0,22.0,26.0,22.0,26.0,25.0,21.75,21.5,19.0,20.0,22.0,16.0,19.0,23.0,26.0,28.0,28.0
17.0,21.0,19.0,14.0,13.0,17.0,20.0,16.0,15.0,15.0,17.0,12.0,14.0,18.0,23.0,26.0,22.0,27.0,25.0,21.5,23.0,19.0,21.0,22.0,16.0,19.0,24.0,26.0,29.0,28.0
18.0,22.0,19.0,14.5,13.0,17.0,23.0,14.0,15.0,15.0,17.0,12.0,15.0,19.0,23.0,27.0,23.0,28.0,25.0,21.25,24.0,19.0,21.0,23.0,16.0,19.0,24.0,27.0,29.0,29.0
18.0,22.0,19.0,15.0,14.0,17.0,23.0,14.0,16.0,16.0,15.0,12.0,16.0,18.0,24.0,27.0,23.0,28.0,25.5,21.0,24.0,20.0,22.0,23.5,17.0,20.0,24.5,27.5,30.0,29.0
19.0,23.0,19.0,14.0,14.5,18.0,23.5,16.0,17.0,16.0,13.0,12.0,16.0,19.0,25.0,28.0,23.0,28.5,26.0,20.0,26.0,20.0,22.0,24.0,18.0,21.0,25.0,28.0,30.0,30.0
20.0,24.0,19.0,15.0,15.0,16.0,24.0,16.0,18.0,16.0,17.0,12.0,14.0,19.0,25.0,28.0,24.0,29.0,26.0,19.0,26.0,20.0,21.0,24.0,18.0,21.0,25.5,29.0,31.0,30.0
20.0,25.0,19.0,16.0,15.0,16.0,24.0,16.0,19.0,18.0,17.0,13.0,14.0,20.0,26.0,29.0,25.0,30.0,28.0,19.0,27.0,21.0,22.0,24.0,19.0,21.0,26.0,30.0,31.0,30.0
20.0,25.0,18.0,17.0,16.0,16.0,25.0,16.0,19.0,18.0,18.0,13.0,14.0,20.0,27.0,29.0,25.0,30.0,27.0,20.0,27.0,21.0,23.0,24.0,19.0,21.0,26.0,30.0,31.5,30.0
21.0,25.0,17.5,16.0,16.5,16.0,25.0,16.0,19.0,18.0,18.0,13.0,15.0,21.0,27.0,29.0,25.0,30.0,27.0,21.0,27.0,21.0,23.0,24.0,19.0,21.0,26.0,29.5,32.0,30.0
20.5,25.0,17.0,18.0,17.0,17.0,25.0,16.0,19.0,18.0,17.0,13.0,16.0,21.0,27.0,29.0,25.0,30.0,27.0,21.0,28.0,21.0,23.5,23.0,20.0,21.0,27.0,29.0,32.0,30.0
20.0,25.0,17.0,17.0,17.0,18.0,25.0,16.0,20.0,18.0,19.0,13.0,15.0,21.0,27.0,29.0,26.0,29.0,27.0,22.0,27.5,22.0,24.0,23.0,20.0,20.0,27.0,28.0,32.0,30.0
20.0,26.0,18.0,15.0,17.0,18.0,26.0,16.0,19.5,18.0,17.0,13.0,16.0,21.0,26.0,30.0,26.0,28.0,27.0,23.0,27.0,21.0,23.0,22.0,21.0,20.0,27.0,27.0,32.0,30.0
20.0,26.0,17.0,14.5,17.5,18.0,26.0,16.0,19.0,17.0,17.0,13.0,13.0,21.0,26.0,30.0,25.0,28.0,26.0,23.0,27.0,21.0,23.0,21.0,21.0,21.0,27.0,25.0,32.0,30.0
20.0,26.0,17.0,14.0,18.0,19.0,26.0,16.0,18.0,17.0,17.0,13.0,15.0,21.0,26.0,30.0,25.0,28.0,25.0,23.0,27.0,21.0,23.0,21.0,20.0,22.0,27.0,24.0,32.0,30.0
20.0,25.5,16.0,17.0,18.0,19.0,23.0,15.0,18.0,17.0,18.0,12.0,14.0,21.0,26.0,29.0,25.0,26.5,25.0,22.0,26.0,21.0,23.0,21.0,20.0,21.0,26.0,24.0,31.0,28.0
19.0,25.0,15.0,16.0,18.0,18.0,20.0,15.0,17.0,17.0,17.5,12.0,13.0,22.0,26.0,27.0,25.0,25.0,25.0,21.5,25.0,20.0,23.0,21.0,20.0,21.0,26.0,25.0,31.0,20.0
19.0,25.0,15.0,15.0,17.0,18.0,17.0,15.0,16.0,16.0,17.0,11.0,13.0,21.0,25.0,26.0,24.5,24.0,23.0,21.0,21.5,19.5,22.0,20.0,20.0,20.0,25.0,25.0,29.0,20.0
18.0,23.0,15.0,15.0,16.5,18.0,17.0,15.0,16.0,16.0,18.0,12.0,13.0,20.0,24.0,25.0,24.0,23.0,23.0,20.0,18.0,19.0,21.0,20.0,19.0,20.0,25.0,26.0,28.0,20.0
18.0,22.0,14.0,15.0,16.0,17.0,17.0,15.0,16.0,15.0,17.0,11.0,13.0,19.0,23.0,24.0,23.0,23.0,23.0,19.0,17.0,18.0,20.0,19.0,18.5,20.0,24.0,25.0,27.0,20.0
18.0,21.0,14.0,15.0,14.0,16.5,17.0,15.0,15.0,15.0,15.0,11.0,13.0,17.0,20.0,23.0,21.0,23.0,22.0,19.0,16.0,17.0,20.0,19.0,18.0,19.0,22.0,23.0,26.0,19.0
17.0,19.0,14.0,15.0,12.0,16.0,17.0,14.0,15.0,14.0,14.0,11.0,12.0,16.0,20.0,22.0,21.0,22.0,21.0,19.0,16.0,15.0,17.0,19.0,17.0,19.0,21.0,21.0,24.0,19.0
17.0,19.0,14.0,13.0,11.0,15.0,17.0,14.0,15.0,14.0,13.0,12.0,12.0,14.0,18.0,21.5,20.0,21.5,20.0,19.0,16.0,14.0,17.0,18.0,16.0,19.0,19.0,20.0,25.0,18.0
15.0,16.0,14.0,13.0,11.0,15.0,17.0,14.0,14.0,14.0,12.5,12.0,12.0,13.0,18.0,21.0,19.0,21.0,19.0,18.0,16.0,15.0,16.0,18.0,16.0,19.0,19.0,20.0,22.0,18.0
14.0,16.5,14.0,12.0,11.0,15.0,16.0,14.0,13.0,14.0,12.0,12.0,11.0,13.0,18.0,20.0,18.0,22.0,20.0,18.0,16.0,16.0,15.0,18.0,16.0,18.5,18.0,20.0,22.0,18.0
13.0,17.0,14.0,12.0,11.0,14.0,16.0,14.0,12.0,14.0,12.0,11.5,11.0,12.5,17.0,19.0,18.0,20.5,20.0,17.0,16.0,16.0,14.0,20.0,14.0,18.0,17.0,19.0,21.0,18.0
14.0,16.0,14.0,12.0,11.0,14.0,16.0,14.0,11.0,13.0,12.0,11.0,10.0,12.0,17.0,20.0,17.0,19.0,20.0,16.0,16.0,16.0,14.0,19.0,13.0,18.0,17.0,19.0,21.0,18.0
14.0,15.0,14.0,12.0,11.0,14.0,16.0,14.0,11.0,13.0,13.0,12.0,10.0,11.0,16.0,19.0,18.0,18.0,19.5,16.0,15.0,16.0,13.0,19.0,13.0,18.0,16.0,18.0,21.0,18.0
14.0,15.0,14.0,13.0,11.0,15.0,16.0,14.5,11.0,13.0,12.0,12.0,10.0,11.0,16.0,18.0,18.0,17.0,19.0,15.0,15.0,15.0,12.0,19.0,13.0,17.0,17.0,19.0,21.0,18.0
13.833333333333334,14.0,14.0,12.0,11.0,14.0,16.0,15.0,11.0,13.0,12.0,12.0,10.0,10.0,16.0,17.0,17.0,16.833333333333332,17.5,15.0,15.0,15.0,13.0,17.0,13.0,16.0,17.0,18.0,21.0,18.0
13.666666666666666,13.8,14.0,11.8,11.0,12.5,15.0,15.5,11.0,12.333333333333334,12.5,12.0,10.5,10.0,13.0,16.5,16.5,16.666666666666668,16.0,19.0,14.5,14.6,13.5,16.8,14.5,15.0,16.6,17.8,21.0,18.0
13.5,13.6,14.0,11.6,11.0,11.0,14.0,16.0,11.0,11.666666666666666,13.0,12.0,11.0,10.0,10.0,16.0,16.0,16.5,16.0,19.0,14.0,14.2,14.0,16.6,16.0,14.0,16.2,17.6,21.0,18.0
13.333333333333334,13.4,14.0,11.4,11.0,11.0,14.666666666666666,16.0,11.0,11.0,13.0,12.0,11.0,8.0,10.0,16.0,15.666666666666666,16.333333333333332,16.0,18.0,15.0,13.8,13.0,16.4,15.0,13.0,15.8,17.4,21.0,18.0
13.166666666666666,13.2,13.0,11.2,11.0,11.0,15.333333333333334,16.0,11.0,11.666666666666666,12.0,11.5,9.0,7.0,13.0,16.0,15.333333333333334,16.166666666666668,16.0,17.0,16.0,13.4,12.0,16.2,14.0,13.0,15.4,17.2,21.0,18.0
