0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
20.0,21.0,20.0,20.0,19.0,18.0,17.0,18.0,17.0,19.0,17.0,16.0,19.0,19.0,21.0,16.0,17.0,20.0,21.0,24.0,21.0,23.0,20.0,19.0,21.0,17.0,15.0,17.0,17.0,18.0,13.0
21.0,22.0,20.0,20.0,20.0,18.0,18.0,19.0,18.0,20.0,18.0,17.0,19.0,20.0,23.0,16.5,18.0,20.0,22.0,25.0,21.0,23.0,20.0,20.0,21.0,17.0,16.0,19.0,19.0,18.666666666666668,13.0
22.0,23.0,21.0,21.0,20.5,18.0,19.0,20.0,19.0,20.0,19.0,18.0,19.0,22.0,24.0,17.0,19.0,22.0,24.0,27.0,23.0,24.0,21.0,20.0,21.0,18.0,18.0,20.0,19.0,19.333333333333332,13.0
22.0,23.0,21.5,23.0,21.0,19.0,19.0,20.5,19.0,22.0,20.0,19.0,20.0,23.0,24.0,19.0,20.0,23.0,25.0,27.0,24.0,24.0,21.0,21.0,21.0,18.0,18.0,21.0,22.0,20.0,12.5
23.0,23.0,22.0,22.0,21.0,19.5,19.0,21.0,20.0,22.0,20.0,20.0,21.0,23.0,25.0,19.0,21.0,24.0,26.0,28.0,24.0,25.0,22.0,20.0,21.0,18.0,18.0,22.0,21.0,20.0,12.0
24.0,23.0,23.0,23.0,21.0,20.0,20.0,21.0,21.0,23.0,21.0,21.0,22.0,23.0,26.0,20.0,22.0,25.0,27.0,29.0,26.0,25.0,23.0,20.0,22.0,17.0,19.0,23.0,23.0,20.0,12.0
25.0,23.0,23.0,24.0,22.0,20.0,21.0,22.0,22.0,23.5,22.0,21.0,23.0,24.0,27.0,20.0,22.0,25.0,28.0,30.0,27.0,26.0,23.0,21.0,22.0,19.0,20.0,23.0,23.0,19.0,13.0
26.0,24.0,23.0,25.0,22.0,18.5,20.0,22.0,22.5,24.0,22.0,22.0,24.0,25.0,28.0,21.0,23.0,26.0,29.0,31.0,27.0,27.0,24.0,20.0,24.0,18.0,21.0,25.0,24.0,19.0,13.0
27.0,24.0,24.0,25.0,21.0,17.0,20.0,22.0,23.0,24.0,22.0,22.0,24.0,26.0,28.0,21.0,24.0,27.0,30.0,31.0,28.0,27.5,25.0,21.0,23.0,18.0,21.0,26.0,25.0,18.0,13.0
27.5,24.0,24.0,25.0,22.0,16.0,20.0,23.0,24.0,25.0,23.0,23.0,25.0,26.0,29.0,22.0,24.0,27.0,30.0,32.0,29.0,28.0,25.0,22.0,24.0,20.0,21.0,25.0,26.0,18.0,14.0
28.0,25.0,24.0,25.5,22.0,15.0,21.0,23.0,25.0,25.0,23.0,24.0,25.0,27.0,29.0,22.0,25.0,28.0,31.0,32.0,30.0,28.0,26.0,23.0,24.0,20.0,21.0,25.0,26.0,17.0,14.0
29.0,25.0,25.0,26.0,23.0,15.0,22.0,23.0,24.0,25.0,23.0,24.0,26.0,26.0,30.0,22.0,25.0,29.0,31.0,33.0,30.5,28.0,25.0,23.0,24.0,19.0,22.0,25.0,26.0,17.0,14.0
29.5,26.0,25.0,27.0,24.0,16.0,21.0,24.0,25.0,26.0,24.0,24.333333333333332,26.0,27.0,30.0,22.0,26.0,29.0,32.0,33.0,31.0,28.0,25.0,23.0,24.0,20.0,22.5,25.0,27.0,17.0,13.0
30.0,25.0,25.0,26.0,24.0,16.0,21.5,24.0,25.0,26.0,24.0,24.666666666666668,26.0,26.0,31.0,22.0,26.0,30.0,32.0,33.0,31.0,27.0,24.0,23.0,25.0,20.0,23.0,25.0,27.0,17.0,13.0
30.0,26.0,25.0,27.0,24.0,17.0,22.0,24.0,25.0,25.0,24.0,25.0,26.0,26.0,31.0,22.0,26.0,30.0,32.0,33.0,31.0,28.0,26.0,22.0,24.0,19.0,23.0,24.0,27.5,16.0,12.0
31.0,26.0,25.0,27.0,24.0,16.0,22.0,24.0,25.0,25.0,24.0,26.0,25.8,26.0,32.0,22.0,26.0,30.0,33.0,33.0,31.0,29.0,27.0,22.0,24.0,18.0,23.0,24.0,28.0,16.0,12.0
30.0,26.0,24.0,27.0,25.0,16.0,22.0,25.0,25.0,25.0,24.0,26.0,25.6,27.0,31.5,22.0,26.5,30.0,33.0,32.0,30.0,29.0,27.0,21.0,24.0,19.0,23.0,23.0,28.0,16.0,12.0
31.0,26.0,25.0,27.0,25.0,15.0,22.0,25.0,25.0,25.0,24.0,24.0,25.4,26.0,31.0,22.0,27.0,30.0,32.0,31.0,30.0,28.333333333333332,27.0,21.0,22.0,18.0,23.0,22.0,26.0,15.0,12.0
30.0,25.0,24.0,25.0,25.0,15.0,22.0,24.5,25.0,25.0,23.0,25.0,25.2,26.0,31.0,22.0,26.0,29.5,31.0,30.0,30.0,27.666666666666668,27.0,20.0,21.0,18.0,22.0,22.0,26.0,15.0,12.0
29.0,25.0,25.0,26.0,25.0,15.0,22.0,24.0,23.0,24.0,23.0,25.0,25.0,26.0,30.0,22.0,26.0,29.0,31.0,28.0,30.0,27.0,26.0,20.0,20.0,18.0,22.0,22.0,24.0,15.0,12.0
29.0,25.0,23.0,26.0,25.0,16.0,21.0,24.0,23.0,24.0,23.0,24.0,25.0,26.0,30.0,21.0,26.0,29.0,31.0,28.0,29.0,26.0,26.0,20.0,20.0,18.0,22.0,21.0,23.0,15.0,12.0
28.0,24.0,24.0,25.0,24.0,16.0,20.5,23.5,23.0,24.0,22.0,24.0,23.0,25.0,28.0,21.0,25.0,29.0,30.0,27.0,27.0,25.0,24.0,19.0,19.0,17.0,21.0,21.0,22.0,15.0,12.0
27.0,24.0,22.0,24.0,23.0,15.0,20.0,23.0,22.0,22.0,22.0,22.0,23.0,24.0,27.0,20.0,24.0,27.0,27.0,26.0,26.0,23.0,23.0,19.0,17.0,17.0,18.0,20.0,22.0,15.0,12.0
26.0,23.0,22.0,23.0,21.0,15.0,17.0,21.0,21.0,20.0,21.0,21.0,22.0,22.0,25.0,19.5,22.0,24.0,26.0,22.0,25.0,22.0,22.0,19.0,16.0,16.0,17.0,20.0,20.0,14.0,11.0
25.0,22.0,21.0,22.0,22.0,15.0,16.5,18.0,19.0,19.0,20.0,21.0,22.0,22.0,26.0,19.0,20.0,22.0,23.0,20.0,24.0,23.0,22.0,19.0,15.0,16.0,15.0,19.0,20.0,14.0,11.0
23.0,21.0,20.5,22.0,21.0,14.0,16.0,19.0,19.0,18.0,20.0,19.0,18.0,21.0,26.0,17.0,19.0,21.0,22.0,20.0,23.0,22.0,22.0,18.0,15.0,15.0,15.0,19.0,20.0,14.0,11.0
21.0,21.0,20.0,22.0,21.0,14.0,15.0,16.0,18.0,18.0,19.0,19.0,18.0,20.0,25.0,16.0,19.0,19.0,21.0,20.0,22.0,21.0,21.0,18.0,15.0,15.0,15.0,19.0,21.0,14.0,11.0
20.5,19.0,20.0,20.0,21.0,14.0,15.0,16.0,17.0,19.0,19.0,18.0,18.5,20.0,25.0,16.0,18.0,19.0,20.0,19.0,22.0,22.0,22.0,18.0,15.0,14.0,14.0,18.0,19.0,14.0,11.0
20.0,19.0,21.0,21.0,20.0,14.0,17.0,16.0,17.0,19.0,18.0,18.0,19.0,20.0,23.0,16.0,17.0,18.0,20.0,19.0,22.0,23.0,22.0,18.0,15.0,13.0,13.5,17.0,19.0,14.0,11.0
20.0,18.0,20.0,20.0,18.0,13.0,16.0,16.0,16.0,17.0,17.0,17.0,18.0,19.0,21.0,15.0,16.0,18.0,20.0,19.0,21.0,21.0,20.0,18.0,15.0,13.0,13.0,16.0,18.0,14.0,10.0
22.0,18.0,19.0,19.0,17.0,13.0,16.0,15.0,16.0,16.0,15.0,16.0,18.0,19.0,21.0,15.0,17.0,18.0,19.0,18.0,21.0,21.0,19.0,18.0,15.0,12.0,12.0,16.0,17.0,14.0,10.0
19.0,18.0,17.0,18.0,17.0,13.0,16.0,15.0,16.0,16.0,16.0,17.0,18.0,18.6,20.0,15.0,16.0,16.0,19.0,19.0,22.0,20.0,18.0,18.0,15.0,12.0,12.0,16.0,17.0,14.0,10.5
20.0,18.0,17.0,17.0,17.0,13.0,16.0,14.0,16.0,15.0,16.0,16.5,17.0,18.2,19.571428571428573,15.0,15.0,15.857142857142858,18.0,18.0,22.0,19.0,18.0,18.0,15.0,11.714285714285714,12.0,15.428571428571429,17.0,13.0,11.0
18.0,17.833333333333332,16.0,18.0,17.0,13.0,14.0,14.0,16.0,15.0,14.0,16.0,17.0,17.8,19.142857142857142,15.0,14.666666666666666,15.714285714285714,18.0,17.833333333333332,21.0,19.0,18.0,18.0,15.0,11.428571428571429,12.0,14.857142857142858,17.0,14.0,11.0
17.6,17.666666666666668,15.8,17.0,17.0,12.6,12.0,15.0,15.333333333333334,14.5,13.4,15.8,17.0,17.4,18.714285714285715,14.6,14.333333333333334,15.571428571428571,18.2,17.666666666666668,20.8,20.5,18.0,18.0,15.0,11.142857142857142,11.6,14.285714285714286,17.0,14.0,12.5
17.2,17.5,15.6,16.0,17.0,12.2,12.0,14.0,14.666666666666666,14.0,12.8,15.6,17.0,17.0,18.285714285714285,14.2,14.0,15.428571428571429,18.4,17.5,20.6,22.0,18.0,18.0,15.0,10.857142857142858,11.2,13.714285714285715,17.0,14.0,14.0
16.8,17.333333333333332,15.4,16.666666666666668,17.0,11.8,12.333333333333334,15.0,14.0,14.0,12.2,15.4,17.0,17.0,17.857142857142858,13.8,14.0,15.285714285714286,18.6,17.333333333333332,20.4,22.0,18.0,18.0,15.0,10.571428571428571,10.8,13.142857142857142,17.0,14.0,13.0
16.4,17.166666666666668,15.2,17.333333333333332,17.0,11.4,12.666666666666666,13.5,14.0,13.5,11.6,15.2,17.0,17.0,17.42857142857143,13.4,14.5,15.142857142857142,18.8,17.166666666666668,20.2,20.0,18.0,18.0,15.0,10.285714285714286,10.4,12.571428571428571,17.0,14.0,14.0
