0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
23.0,19.0,21.0,24.0,26.0,19.0,24.0,23.0,24.0,22.0,19.0,18.0,23.0,22.0,16.0,19.0,23.0,27.0,22.0,20.0,16.0,20.0,22.0,26.0,18.37313432835821,30.0,32.0,19.0,18.0,23.0,25.0
23.0,19.0,22.0,24.0,26.0,19.0,25.0,23.0,24.0,15.0,20.0,18.0,23.0,21.0,18.0,20.0,22.0,27.0,23.0,20.0,18.0,20.0,22.0,26.0,18.597014925373134,30.0,32.25,22.0,18.0,23.0,25.0
23.0,19.0,21.0,24.5,26.0,19.0,25.0,23.0,24.0,16.0,19.0,19.0,22.0,21.0,16.0,20.0,23.0,27.0,23.0,20.0,15.0,19.0,22.0,27.0,18.82089552238806,31.0,32.5,23.0,19.0,23.0,25.0
23.0,19.0,20.0,25.0,26.0,18.0,25.0,24.0,25.0,18.0,20.0,18.0,21.0,21.0,17.0,20.0,23.0,27.0,22.0,19.0,14.0,20.0,23.0,27.0,19.044776119402986,31.0,32.75,23.0,19.0,23.0,25.0
24.0,20.0,21.0,24.0,24.0,18.0,25.0,24.0,24.0,19.0,19.0,18.0,21.0,21.0,17.0,21.0,22.0,26.0,21.0,19.0,15.0,20.0,23.0,27.0,19.26865671641791,30.0,33.0,23.0,19.0,24.0,25.0
23.0,20.0,21.0,24.0,23.0,18.0,25.0,23.5,24.0,19.0,20.0,18.0,21.0,20.0,14.5,21.0,22.0,26.0,20.0,17.0,15.0,20.0,23.0,27.0,19.492537313432834,31.0,33.0,23.0,19.0,23.0,25.0
23.0,20.0,21.0,23.0,22.0,18.0,26.0,23.0,25.0,19.0,19.0,18.0,20.5,20.0,12.0,20.0,22.0,26.0,20.0,16.0,16.0,20.0,23.0,27.0,19.71641791044776,30.0,33.0,23.0,19.0,23.0,25.0
23.0,20.0,21.0,23.0,21.0,18.0,26.0,23.0,24.0,19.0,18.0,18.0,20.0,20.0,12.0,20.0,22.0,26.0,21.0,15.0,16.0,19.0,22.0,27.0,19.940298507462686,30.0,32.0,22.0,19.0,23.0,25.0
22.0,19.0,21.0,23.0,21.0,17.5,26.0,23.0,24.0,19.0,19.0,18.0,18.5,20.0,13.0,20.0,21.0,26.0,20.0,14.0,16.0,19.0,22.0,26.0,20.16417910447761,30.0,32.0,22.0,19.0,22.0,24.0
21.0,18.0,21.0,22.0,21.0,17.0,25.0,22.0,24.0,19.0,18.0,17.0,17.0,19.0,13.0,19.0,21.0,26.0,20.0,14.0,15.0,19.0,22.0,26.0,20.388059701492537,29.0,31.0,20.0,19.0,21.0,24.0
20.0,18.0,20.0,21.0,21.0,17.0,24.0,21.0,23.0,18.0,17.5,17.0,16.0,19.0,13.0,19.0,20.0,24.0,20.0,14.0,15.0,18.0,21.0,25.0,20.611940298507463,28.0,30.0,20.0,19.0,20.0,23.0
19.0,18.0,20.0,21.0,20.0,17.0,23.0,21.0,21.0,18.0,17.0,17.0,16.0,19.0,13.0,18.0,19.0,22.0,19.0,14.0,14.0,17.0,21.0,24.0,20.83582089552239,27.0,28.0,19.0,18.0,19.0,21.0
19.0,18.0,19.0,20.0,19.0,17.0,22.0,20.0,20.0,17.0,17.0,16.0,16.0,18.0,13.0,17.0,18.0,22.0,19.0,13.0,13.0,16.0,20.0,22.0,21.059701492537314,24.0,27.0,19.0,18.0,19.0,20.0
17.0,18.0,18.0,20.0,19.0,16.0,22.0,19.0,20.0,16.0,17.0,16.0,16.0,18.0,13.0,15.0,18.0,20.0,19.0,13.0,13.0,16.0,20.0,20.0,21.28358208955224,22.0,25.0,19.0,17.0,17.0,18.0
16.0,17.0,17.0,19.0,18.5,16.0,20.0,19.0,19.0,16.5,16.5,15.0,16.0,18.0,12.0,14.0,18.0,18.0,18.0,13.0,13.0,16.0,19.0,19.0,21.507462686567166,20.0,24.0,18.0,16.0,16.0,17.5
16.0,17.0,16.0,19.0,18.0,16.0,18.0,19.0,19.0,17.0,16.0,15.0,16.0,17.0,12.0,13.0,17.0,19.0,17.0,13.0,12.0,15.0,19.0,18.5,21.731343283582092,19.0,24.0,18.0,16.0,16.0,17.0
16.0,17.0,15.0,19.0,18.0,16.0,20.0,20.0,19.0,17.0,17.0,15.0,16.0,17.0,12.0,16.0,16.5,18.0,17.0,13.0,12.0,15.0,18.0,18.0,21.955223880597018,18.0,23.0,19.0,15.0,16.0,16.0
16.0,17.0,16.0,19.0,18.0,16.0,18.0,19.0,18.5,18.0,16.0,15.0,16.0,17.0,11.0,13.0,16.0,17.0,16.0,13.0,11.0,14.0,17.0,18.0,22.17910447761194,18.0,22.0,18.0,14.0,16.0,16.0
15.0,17.0,15.0,18.0,17.0,16.0,16.0,19.0,18.0,17.0,15.0,14.0,16.0,17.0,11.0,13.0,16.0,17.0,15.0,13.0,12.0,14.0,16.0,18.0,22.402985074626866,17.0,21.0,18.0,13.5,15.0,15.0
14.875,17.0,15.0,17.5,18.0,16.0,15.0,18.0,17.0,17.0,15.0,14.0,16.0,16.0,11.0,13.0,15.5,15.0,15.0,13.0,12.0,14.0,15.0,18.0,22.62686567164179,17.0,21.0,18.0,13.0,14.777777777777779,15.0
14.75,16.5,15.0,17.0,18.0,15.0,15.5,18.0,17.0,17.0,14.0,14.0,16.0,16.0,10.0,13.0,15.0,16.0,15.0,13.0,11.714285714285714,13.428571428571429,15.0,17.0,22.850746268656717,16.0,20.0,18.25,12.0,14.555555555555555,15.0
14.625,16.0,14.0,17.0,18.0,15.0,16.0,18.0,17.0,17.0,14.0,14.0,16.0,15.0,10.0,14.0,15.0,16.0,16.0,13.0,11.428571428571429,12.857142857142858,14.0,16.0,23.07462686567164,15.857142857142858,19.0,18.5,11.833333333333334,14.333333333333334,14.0
14.5,16.0,14.2,15.5,17.0,16.5,15.5,16.5,16.8,17.0,15.5,14.0,16.2,16.0,10.166666666666666,12.0,15.0,16.0,16.0,13.0,11.142857142857142,12.285714285714286,13.6,14.0,23.298507462686565,15.714285714285714,17.5,18.75,11.666666666666666,14.11111111111111,14.0
14.375,16.0,14.4,14.0,16.0,18.0,15.0,15.0,16.6,17.0,17.0,14.0,16.4,17.0,10.333333333333334,10.0,15.0,16.0,16.0,13.0,10.857142857142858,11.714285714285715,13.2,12.0,23.52238805970149,15.571428571428571,16.0,19.0,11.5,13.88888888888889,14.0
14.25,16.0,14.6,14.0,16.0,17.0,15.0,15.666666666666666,16.4,16.75,17.0,15.0,16.6,18.0,10.5,11.666666666666666,15.0,16.0,16.0,13.0,10.571428571428571,11.142857142857142,12.8,13.0,23.746268656716417,15.428571428571429,16.0,19.0,11.333333333333334,13.666666666666666,14.0
14.125,16.0,14.8,14.5,16.0,17.0,15.5,16.333333333333332,16.2,16.5,17.0,15.0,16.8,17.0,10.666666666666666,13.333333333333334,14.333333333333334,16.0,16.0,13.0,10.285714285714286,10.571428571428571,12.4,13.223880597014926,23.970149253731343,15.285714285714286,15.0,19.0,11.166666666666666,13.444444444444445,14.0
